2024-01-17 05:30:17,819 | 9
2024-01-17 05:30:27,829 | 9
2024-01-17 05:30:37,838 | 9
2024-01-17 05:30:47,848 | 10
2024-01-17 05:30:57,853 | 10
2024-01-17 05:31:07,863 | 10
2024-01-17 05:31:17,874 | 11
2024-01-17 05:31:27,884 | 12
2024-01-17 05:31:37,892 | 13
2024-01-17 05:31:47,901 | 13
2024-01-17 05:31:57,912 | 13
2024-01-17 05:32:07,922 | 14
2024-01-17 05:32:17,932 | 15
2024-01-17 05:32:27,942 | 16
2024-01-17 05:32:37,952 | 16
2024-01-17 05:32:47,959 | 17
2024-01-17 05:32:57,967 | 16
2024-01-17 05:33:07,977 | 15
2024-01-17 05:33:17,987 | 16
2024-01-17 05:33:27,997 | 15
2024-01-17 05:33:38,007 | 14
2024-01-17 05:33:48,015 | 15
2024-01-17 05:33:58,021 | 15
2024-01-17 05:34:08,028 | 15
2024-01-17 05:34:18,036 | 16
2024-01-17 05:34:28,043 | 17
2024-01-17 05:34:38,051 | 17
2024-01-17 05:34:48,059 | 18
2024-01-17 05:34:58,065 | 19
2024-01-17 05:35:08,071 | 18
2024-01-17 05:35:18,079 | 18
2024-01-17 05:35:28,087 | 17
2024-01-17 05:35:38,096 | 17
2024-01-17 05:35:48,098 | 16
2024-01-17 05:35:58,107 | 15
2024-01-17 05:36:08,112 | 15
2024-01-17 05:36:18,119 | 16
2024-01-17 05:36:28,124 | 16
2024-01-17 05:36:38,134 | 15
2024-01-17 05:36:48,138 | 15
2024-01-17 05:36:58,147 | 14
2024-01-17 05:37:08,155 | 15
2024-01-17 05:37:18,159 | 14
2024-01-17 05:37:28,165 | 14
2024-01-17 05:37:38,168 | 15
2024-01-17 05:37:48,178 | 14
2024-01-17 05:37:58,186 | 15
2024-01-17 05:39:26,343 | 2
2024-01-17 05:39:36,353 | 2
2024-01-17 05:39:46,364 | 2
2024-01-17 05:39:56,374 | 1
2024-01-17 05:40:06,384 | 2
2024-01-17 05:40:16,391 | 2
2024-01-17 05:40:26,402 | 3
2024-01-17 05:40:36,412 | 4
2024-01-17 05:40:46,422 | 3
2024-01-17 05:40:56,432 | 2
2024-01-17 05:41:06,436 | 3
2024-01-17 05:41:16,446 | 4
2024-01-17 05:41:26,457 | 3
2024-01-17 05:41:36,467 | 3
2024-01-17 05:41:46,475 | 4
2024-01-17 05:41:56,482 | 5
2024-01-17 05:42:06,487 | 4
2024-01-17 05:42:16,497 | 3
2024-01-17 05:42:26,505 | 3
2024-01-17 05:42:36,515 | 3
2024-01-17 05:42:46,525 | 4
2024-01-17 05:42:56,536 | 4
2024-01-17 05:43:06,546 | 4
2024-01-17 05:43:16,556 | 3
2024-01-17 05:43:26,563 | 3
2024-01-17 05:43:36,573 | 3
2024-01-17 05:43:46,584 | 2
2024-01-17 05:43:56,594 | 1
2024-01-17 05:44:06,603 | 1
2024-01-17 05:44:16,611 | 1
2024-01-17 05:44:26,621 | 2
2024-01-17 05:44:36,624 | 3
2024-01-17 05:44:46,635 | 3
2024-01-17 05:44:56,643 | 3
2024-01-17 05:45:06,650 | 4
2024-01-17 05:45:16,660 | 4
2024-01-17 05:45:26,670 | 4
2024-01-17 05:45:36,680 | 5
2024-01-17 05:45:46,690 | 6
2024-01-17 05:45:56,700 | 7
2024-01-17 05:46:06,703 | 8
2024-01-17 05:46:16,713 | 9
2024-01-17 05:46:26,723 | 9
2024-01-17 05:46:36,731 | 8
2024-01-17 05:46:46,741 | 9
2024-01-17 05:46:56,751 | 9
2024-01-17 05:47:06,759 | 8
2024-01-17 05:47:16,767 | 7
2024-01-17 05:47:26,777 | 6
2024-01-17 05:47:36,787 | 7
2024-01-17 05:47:46,797 | 8
2024-01-17 05:47:56,808 | 9
2024-01-17 05:48:06,818 | 10
2024-01-17 05:48:16,827 | 11
2024-01-17 05:48:26,837 | 12
2024-01-17 05:48:36,847 | 13
2024-01-17 05:48:46,855 | 14
2024-01-17 05:48:56,863 | 15
2024-01-17 05:49:06,873 | 15
2024-01-17 05:49:16,883 | 16
2024-01-17 05:49:26,886 | 17
2024-01-17 05:49:36,888 | 17
2024-01-17 05:49:46,895 | 17
2024-01-17 05:49:56,897 | 16
2024-01-17 05:50:06,907 | 15
2024-01-17 05:50:16,917 | 14
2024-01-17 05:50:26,927 | 13
2024-01-17 05:50:36,937 | 13
2024-01-17 05:50:46,947 | 12
2024-01-17 05:50:56,957 | 11
2024-01-17 05:51:06,967 | 12
2024-01-17 05:51:16,974 | 11
2024-01-17 05:51:26,981 | 12
2024-01-17 05:51:36,991 | 12
2024-01-17 05:51:46,996 | 12
2024-01-17 05:51:57,003 | 12
2024-01-17 05:52:07,010 | 11
2024-01-17 05:52:17,019 | 12
2024-01-17 05:52:27,027 | 11
2024-01-17 05:52:37,031 | 12
2024-01-17 05:52:47,039 | 12
2024-01-17 05:52:57,047 | 13
2024-01-17 05:53:07,055 | 14
2024-01-17 05:53:17,065 | 14
2024-01-17 05:53:27,075 | 13
2024-01-17 05:53:37,085 | 12
2024-01-17 05:53:47,095 | 12
2024-01-17 05:53:57,105 | 12
2024-01-17 05:54:07,113 | 13
2024-01-17 05:54:17,120 | 14
2024-01-17 05:54:27,130 | 15
2024-01-17 05:54:37,140 | 16
2024-01-17 05:54:47,150 | 16
2024-01-17 05:54:57,160 | 17
2024-01-17 05:55:07,167 | 18
2024-01-17 05:55:17,177 | 17
2024-01-17 05:55:27,188 | 18
2024-01-17 05:55:37,198 | 17
2024-01-17 05:55:47,208 | 17
2024-01-17 05:55:57,215 | 16
2024-01-17 05:56:07,225 | 15
2024-01-17 05:56:17,236 | 14
2024-01-17 05:56:27,246 | 14
2024-01-17 05:56:37,252 | 13
2024-01-17 05:56:47,262 | 12
2024-01-17 05:56:57,272 | 11
2024-01-17 05:57:07,282 | 12
2024-01-17 05:57:17,291 | 13
2024-01-17 05:57:27,301 | 13
2024-01-17 05:57:37,303 | 12
2024-01-17 05:57:47,311 | 11
2024-01-17 05:57:57,319 | 10
2024-01-17 05:58:07,327 | 9
2024-01-17 05:58:17,335 | 10
2024-01-17 05:58:27,345 | 9
2024-01-17 05:58:37,355 | 10
2024-01-17 05:58:47,366 | 11
2024-01-17 05:58:57,368 | 11
2024-01-17 05:59:07,378 | 12
2024-01-17 05:59:17,388 | 11
2024-01-17 05:59:27,390 | 12
2024-01-17 05:59:37,399 | 13
2024-01-17 05:59:47,408 | 12
2024-01-17 05:59:57,418 | 13
2024-01-17 06:00:07,428 | 13
2024-01-17 06:00:17,438 | 12
2024-01-17 06:00:27,448 | 13
2024-01-17 06:00:37,458 | 12
2024-01-17 06:00:47,463 | 11
2024-01-17 06:00:57,471 | 10
2024-01-17 06:01:07,479 | 11
2024-01-17 06:01:17,489 | 10
2024-01-17 06:01:27,499 | 10
2024-01-17 06:01:37,509 | 9
2024-01-17 06:01:47,519 | 9
2024-01-17 06:01:57,529 | 8
2024-01-17 06:02:07,538 | 7
2024-01-17 06:02:17,543 | 8
2024-01-17 06:02:27,553 | 8
2024-01-17 06:02:37,563 | 7
2024-01-17 06:02:47,571 | 7
2024-01-17 06:02:57,575 | 6
2024-01-17 06:03:07,583 | 6
2024-01-17 06:03:17,591 | 7
2024-01-17 06:03:27,599 | 7
2024-01-17 06:03:37,607 | 6
2024-01-17 06:03:47,615 | 7
2024-01-17 06:03:57,624 | 8
2024-01-17 06:04:07,634 | 7
2024-01-17 06:04:17,643 | 6
2024-01-17 06:04:27,654 | 6
2024-01-17 06:04:37,664 | 5
2024-01-17 06:04:47,674 | 4
2024-01-17 06:04:57,678 | 5
2024-01-17 06:05:07,680 | 5
2024-01-17 06:05:17,687 | 6
2024-01-17 06:05:27,688 | 6
2024-01-17 06:05:37,695 | 7
2024-01-17 06:05:47,703 | 6
2024-01-17 06:05:57,710 | 5
2024-01-17 06:06:07,718 | 5
2024-01-17 06:06:17,725 | 6
2024-01-17 06:06:27,732 | 6
2024-01-17 06:06:37,740 | 7
2024-01-17 06:06:47,747 | 6
2024-01-17 06:06:57,755 | 6
2024-01-17 06:07:07,764 | 7
2024-01-17 06:07:17,771 | 7
2024-01-17 06:07:27,773 | 6
2024-01-17 06:07:37,783 | 6
2024-01-17 06:07:47,787 | 7
2024-01-17 06:07:57,795 | 7
2024-01-17 06:08:07,803 | 6
2024-01-17 06:08:17,807 | 5
2024-01-17 06:08:27,815 | 6
2024-01-17 06:08:37,821 | 6
2024-01-17 06:08:47,827 | 7
2024-01-17 06:08:57,833 | 7
2024-01-17 06:09:07,843 | 6
2024-01-17 06:09:17,852 | 5
2024-01-17 06:09:27,855 | 5
2024-01-17 06:09:37,863 | 6
2024-01-17 06:09:47,873 | 6
2024-01-17 06:09:57,884 | 6
2024-01-17 06:10:07,894 | 7
2024-01-17 06:10:17,903 | 7
2024-01-17 06:10:27,911 | 6
2024-01-17 06:10:37,912 | 5
2024-01-17 06:10:47,922 | 4
2024-01-17 06:10:57,932 | 5
2024-01-17 06:11:07,942 | 6
2024-01-17 06:11:17,952 | 5
2024-01-17 06:11:27,961 | 6
2024-01-17 06:11:37,971 | 7
2024-01-17 06:11:47,981 | 6
2024-01-17 06:11:57,992 | 7
2024-01-17 06:12:08,002 | 6
2024-01-17 06:12:18,012 | 7
2024-01-17 06:12:28,022 | 7
2024-01-17 06:12:38,031 | 7
2024-01-17 06:12:48,041 | 8
2024-01-17 06:12:58,051 | 7
2024-01-17 06:13:08,059 | 7
2024-01-17 06:13:18,069 | 8
2024-01-17 06:13:28,079 | 7
2024-01-17 06:13:38,090 | 7
2024-01-17 06:13:48,100 | 7
2024-01-17 06:13:58,108 | 8
2024-01-17 06:14:08,110 | 9
2024-01-17 06:14:18,119 | 8
2024-01-17 06:14:28,129 | 8
2024-01-17 06:14:38,133 | 8
2024-01-17 06:14:48,139 | 8
2024-01-17 06:14:58,147 | 7
2024-01-17 06:15:08,158 | 8
2024-01-17 06:15:18,167 | 8
2024-01-17 06:15:28,175 | 9
2024-01-17 06:15:38,183 | 9
2024-01-17 06:15:48,191 | 10
2024-01-17 06:15:58,201 | 11
2024-01-17 06:16:08,211 | 10
2024-01-17 06:16:18,222 | 10
2024-01-17 06:16:28,232 | 9
2024-01-17 06:16:38,239 | 9
2024-01-17 06:16:48,249 | 9
2024-01-17 06:16:58,259 | 10
2024-01-17 06:17:08,269 | 9
2024-01-17 06:17:18,279 | 8
2024-01-17 06:17:28,289 | 8
2024-01-17 06:17:38,299 | 8
2024-01-17 06:17:48,307 | 7
2024-01-17 06:17:58,317 | 6
2024-01-17 06:18:08,327 | 5
2024-01-17 06:18:18,337 | 6
2024-01-17 06:18:28,348 | 6
2024-01-17 06:18:38,358 | 5
2024-01-17 06:18:48,367 | 4
2024-01-17 06:18:58,375 | 3
2024-01-17 06:19:08,385 | 2
2024-01-17 06:19:18,395 | 1
2024-01-17 06:19:28,406 | 1
2024-01-17 06:19:38,416 | 2
2024-01-17 06:19:48,423 | 2
2024-01-17 06:19:58,431 | 2
2024-01-17 06:20:08,439 | 3
2024-01-17 06:20:18,448 | 2
2024-01-17 06:20:28,455 | 2
2024-01-17 06:20:38,465 | 2
2024-01-17 06:20:48,475 | 2
2024-01-17 06:20:58,483 | 1
2024-01-17 06:21:08,494 | 0
2024-01-17 06:21:18,500 | 0
2024-01-17 06:21:28,507 | -1
2024-01-17 06:21:38,518 | -1
2024-01-17 06:21:48,528 | -1
2024-01-17 06:21:58,538 | 0
2024-01-17 06:22:08,547 | -1
2024-01-17 06:22:18,555 | -1
2024-01-17 06:22:28,565 | -1
2024-01-17 06:22:38,576 | -2
2024-01-17 06:22:48,583 | -3
2024-01-17 06:22:58,593 | -3
2024-01-17 06:23:08,604 | -4
2024-01-17 06:23:18,611 | -3
2024-01-17 06:23:28,619 | -3
2024-01-17 06:23:38,627 | -3
2024-01-17 06:23:48,635 | -3
2024-01-17 06:23:58,643 | -4
2024-01-17 06:24:08,651 | -4
2024-01-17 06:24:18,659 | -4
2024-01-17 06:24:28,669 | -5
2024-01-17 06:24:38,680 | -5
2024-01-17 06:24:48,690 | -4
2024-01-17 06:24:58,699 | -3
2024-01-17 06:25:08,710 | -2
2024-01-17 06:25:18,720 | -3
2024-01-17 06:25:28,730 | -4
2024-01-17 06:25:38,740 | -4
2024-01-17 06:25:48,750 | -3
2024-01-17 06:25:58,757 | -2
2024-01-17 06:26:08,765 | -3
2024-01-17 06:26:18,767 | -3
2024-01-17 06:26:28,775 | -2
2024-01-17 06:26:38,785 | -3
2024-01-17 06:26:48,792 | -2
2024-01-17 06:26:58,798 | -3
2024-01-17 06:27:08,805 | -3
2024-01-17 06:27:18,812 | -3
2024-01-17 06:27:28,819 | -4
2024-01-17 06:27:38,827 | -3
2024-01-17 08:27:24,887 | -45
2024-01-17 08:28:44,963 | -42
2024-01-17 08:30:15,038 | -37
2024-01-17 08:35:15,318 | -42
2024-01-17 08:38:45,491 | -40
2024-01-17 08:40:25,582 | -38
2024-01-17 08:42:15,675 | -37
2024-01-17 08:43:05,724 | -36
2024-01-17 08:43:35,750 | -38
2024-01-17 08:44:25,789 | -37
2024-01-17 08:45:05,824 | -36
2024-01-17 08:46:05,868 | -37
2024-01-17 08:48:25,994 | -36
2024-01-17 08:48:36,003 | -37
2024-01-17 08:48:46,013 | -36
2024-01-17 08:49:36,059 | -36
2024-01-17 08:56:06,397 | -36
2024-01-17 08:56:26,415 | -34
2024-01-17 08:57:46,492 | -33
2024-01-17 08:58:16,520 | -31
2024-01-17 08:58:26,528 | -30
2024-01-17 09:01:56,700 | -28
2024-01-17 09:02:06,707 | -28
2024-01-17 09:02:16,717 | -28
2024-01-17 09:02:26,728 | -28
2024-01-17 09:02:36,735 | -28
2024-01-17 09:02:46,746 | -28
2024-01-17 09:02:56,755 | -29
2024-01-17 09:03:06,763 | -30
2024-01-17 09:03:16,774 | -30
2024-01-17 09:03:26,783 | -29
2024-01-17 09:03:36,784 | -30
2024-01-17 09:03:46,786 | -31
2024-01-17 09:03:56,795 | -32
2024-01-17 09:04:06,796 | -32
2024-01-17 09:04:16,806 | -32
2024-01-17 09:04:26,816 | -32
2024-01-17 09:04:36,824 | -33
2024-01-17 09:04:46,831 | -32
2024-01-17 09:04:56,840 | -31
2024-01-17 09:05:06,850 | -31
2024-01-17 09:05:16,859 | -30
2024-01-17 09:05:26,867 | -29
2024-01-17 09:05:36,875 | -30
2024-01-17 09:05:46,886 | -31
2024-01-17 09:05:56,895 | -31
2024-01-17 09:06:06,903 | -31
2024-01-17 09:06:16,912 | -30
2024-01-17 09:06:26,920 | -30
2024-01-17 09:06:36,930 | -31
2024-01-17 09:06:46,940 | -32
2024-01-17 09:19:27,558 | -28
2024-01-17 09:19:37,563 | -27
2024-01-17 09:19:47,571 | -26
2024-01-17 09:19:57,579 | -27
2024-01-17 09:20:07,587 | -28
2024-01-17 09:20:17,594 | -29
2024-01-17 09:20:27,603 | -30
2024-01-17 09:20:37,611 | -29
2024-01-17 09:20:47,621 | -29
2024-01-17 09:20:57,631 | -29
2024-01-17 09:21:07,641 | -29
2024-01-17 09:21:17,651 | -28
2024-01-17 09:21:27,659 | -28
2024-01-17 09:21:37,663 | -27
2024-01-17 09:21:47,671 | -26
2024-01-17 09:21:57,679 | -26
2024-01-17 09:22:07,687 | -25
2024-01-17 09:22:17,695 | -24
2024-01-17 09:22:27,703 | -25
2024-01-17 09:22:37,711 | -25
2024-01-17 09:22:47,719 | -25
2024-01-17 09:22:57,727 | -26
2024-01-17 09:23:07,737 | -27
2024-01-17 09:23:17,747 | -26
2024-01-17 09:23:27,753 | -26
2024-01-17 09:23:37,763 | -25
2024-01-17 09:23:47,771 | -25
2024-01-17 09:23:57,779 | -26
2024-01-17 09:24:07,787 | -25
2024-01-17 09:24:17,796 | -26
2024-01-17 09:24:27,803 | -27
2024-01-17 09:24:37,811 | -26
2024-01-17 09:24:47,821 | -26
2024-01-17 09:24:57,831 | -25
2024-01-17 09:25:07,841 | -26
2024-01-17 09:25:17,846 | -27
2024-01-17 09:25:27,855 | -26
2024-01-17 09:25:37,863 | -27
2024-01-17 09:25:47,873 | -27
2024-01-17 09:25:57,883 | -28
2024-01-17 09:26:07,894 | -28
2024-01-17 09:26:17,903 | -29
2024-01-17 09:26:27,913 | -30
2024-01-17 09:26:37,923 | -29
2024-01-17 09:26:47,931 | -30
2024-01-17 09:26:57,939 | -29
2024-01-17 09:27:07,944 | -29
2024-01-17 09:27:17,953 | -28
2024-01-17 09:27:27,959 | -27
2024-01-17 09:27:37,967 | -28
2024-01-17 09:27:47,975 | -28
2024-01-17 09:27:57,983 | -27
2024-01-17 09:28:07,991 | -26
2024-01-17 09:28:17,999 | -26
2024-01-17 09:28:28,007 | -26
2024-01-17 09:28:38,015 | -27
2024-01-17 11:01:12,719 | -19
2024-01-17 11:01:22,727 | -19
2024-01-17 11:01:32,737 | -20
2024-01-17 11:01:42,744 | -20
2024-01-17 11:01:52,754 | -20
2024-01-17 11:02:02,763 | -20
2024-01-17 11:02:12,773 | -19
2024-01-17 11:02:22,784 | -20
2024-01-17 11:02:32,791 | -21
2024-01-17 11:02:42,801 | -20
2024-01-17 11:02:52,812 | -19
2024-01-17 11:03:02,820 | -19
2024-01-17 11:03:12,830 | -19
2024-01-17 11:03:22,840 | -19
2024-01-17 11:03:32,850 | -18
2024-01-17 11:03:42,860 | -18
2024-01-17 11:03:52,867 | -17
2024-01-17 11:04:02,875 | -16
2024-01-17 11:04:12,882 | -17
2024-01-17 11:04:22,891 | -16
2024-01-17 11:04:32,899 | -16
2024-01-17 11:04:42,907 | -16
2024-01-17 11:04:52,915 | -16
2024-01-17 11:05:02,924 | -16
2024-01-17 11:05:12,934 | -17
2024-01-17 11:05:22,944 | -17
2024-01-17 11:05:32,954 | -16
2024-01-17 11:05:42,963 | -16
2024-01-17 11:05:52,971 | -17
2024-01-17 11:06:02,981 | -17
2024-01-17 11:06:12,992 | -17
2024-01-17 11:06:22,999 | -17
2024-01-17 11:06:33,003 | -16
2024-01-17 11:06:43,011 | -15
2024-01-17 11:06:53,019 | -14
2024-01-17 11:07:03,028 | -13
2024-01-17 11:07:13,038 | -14
